User ID, Created,Combined household income,Age range,Gender, Device type, Region, Respondent ID,Q(1) What is the total value of your personal savings and investments?,Q(1) Comments [Question: What is the total value of your personal savings and investments?],Q(2) What does money mean for you and your business?,Q(2) Sentiment [Question: What does money mean for you and your business?],Q(3) What makes handling money easier for you?,Q(3) Sentiment [Question: What makes handling money easier for you?]
v6n3xdo63l3Z,2025-03-17T22:58:32+00:00,$100;000 - $124;999,36,Male,Android,US,v6n3xdo63l3Z,$100;001 – $500;000,,It means power,0.00,Having experts on team,0.70
41nqvLZQvlXq,2025-03-17T23:06:02+00:00,$150;000 - $174;999,32,Female,iOS,US,41nqvLZQvlXq,$100;001 – $500;000,,Security and future reserves,0.10,A well functioning app for iOS,0.60
1GnjB064wnDA,2025-03-17T23:10:46+00:00,$200;000+,34,Female,iOS,US,1GnjB064wnDA,Less than $100;000,,It’s a lot,0.50,Budget,0.00
p6n1j5Op1lD2,2025-03-17T23:16:41+00:00,$125;000 - $149;999,43,Female,iOS,US,p6n1j5Op1lD2,Less than $100;000,,Money means being able to live,0.50,Not having actual cash motivated,-0.80
PLlX2QNGAkpv,2025-03-17T23:47:55+00:00,$200;000+,25,Male,Android,US,PLlX2QNGAkpv,Less than $100;000,,It is a means of life itself,0.50,Apps with instant transfers,0.40
eLnBqY9WKko8,2025-03-17T23:48:19+00:00,$150;000 - $174;999,43,Female,iOS,US,eLnBqY9WKko8,$100;001 – $500;000,,Stability,0.30,Knowing that I have enough in savings to last me 6 months in case of an emergency,0.80
GxkV9NRV27bN,2025-03-18T00:07:08+00:00,$125;000 - $149;999,37,Male,iOS,US,GxkV9NRV27bN,Less than $100;000,,I don’t have a business,-0.70,When I save and don’t spend it,-0.60
MqkKdbAPvn91,2025-03-18T00:12:44+00:00,$200;000+,43,Female,iOS,US,MqkKdbAPvn91,Less than $100;000,,Money is a byproduct of work. It’s mainly care about it because it enables me to have experiences I want to have; and hopefully it will allow me to eventually stop working.,0.00,Simple budgeting tools. Real-time transaction information. Transactions like transfers with no additional fees. Easy access to accounts online.,0.60
wNko42BRWnBL,2025-03-18T00:37:43+00:00,$100;000 - $124;999,32,Female,Android,US,wNko42BRWnBL,Less than $100;000,,A better go at things,0.20,Having someone help me,0.00
0xk2d3QBylAw,2025-03-18T00:55:22+00:00,$100;000 - $124;999,38,Female,Android,US,0xk2d3QBylAw,Less than $100;000,,Having enough to pay the bills,0.30,Rocket money,0.00
MJkGZomR17bx,2025-03-18T01:09:29+00:00,$100;000 - $124;999,31,Male,iOS,US,MJkGZomR17bx,Less than $100;000,,it means opportunity and foundation,0.00,having an organization system. for example; having excel spreadsheets to track what we spend and bring in,0.00
PYl83JjdBnW1,2025-03-18T01:15:22+00:00,$150;000 - $174;999,37,Female,Android,US,PYl83JjdBnW1,Less than $100;000,,Creating a stream line of revenue,-0.30,Banking system,0.00
qwneoW1oD75r,2025-03-18T01:26:18+00:00,$100;000 - $124;999,26,Male,iOS,US,qwneoW1oD75r,Less than $100;000,,Money is a tool to keep and make more money.,0.10,Getting rid of all emotional attachment,-0.80
41nq0Q4AmkXq,2025-03-18T01:26:39+00:00,$125;000 - $149;999,34,Male,Android,US,41nq0Q4AmkXq,Less than $100;000,,It is a means of reducing how much time I need to spend supporting myself so I can do more of the things I love.,0.40,Using budgeting apps and investment through firms like Fidelity.,0.20
PLlX2jZL6kpv,2025-03-18T01:28:10+00:00,$200;000+,27,Male,iOS,US,PLlX2jZL6kpv,More than $500;001,,It means financial freedom to buy what I want,0.50,If I have a lot of it,0.10
0xk2d3qRLlAw,2025-03-18T01:28:13+00:00,$200;000+,29,Male,iOS,US,0xk2d3qRLlAw,Less than $100;000,,It is a tool to improve my life.,0.70,Keeping it in investments that grow and motivate me to add more and save.,0.80
WKn02yXwR7vA,2025-03-18T01:37:28+00:00,$100;000 - $124;999,37,Female,iOS,US,WKn02yXwR7vA,Less than $100;000,,I do not own a business,-0.70,Not handling cash,-0.80
Ka76NEq2d7L1,2025-03-18T02:20:48+00:00,$150;000 - $174;999,28,Male,iOS,US,Ka76NEq2d7L1,Less than $100;000,,Open doors and more stocks and labor,-0.20,Having more money and an accountant,0.10
6KnNVA0jNnW2,2025-03-18T02:22:29+00:00,$200;000+,32,Male,iOS,US,6KnNVA0jNnW2,$100;001 – $500;000,,Cash flow to keep it up and running,0.30,Different services and banks,-0.10
RE7Lz9gKJn0v,2025-03-18T02:32:14+00:00,$125;000 - $149;999,44,Female,iOS,US,RE7Lz9gKJn0v,$100;001 – $500;000,,It means having money and hence freedom as well,0.70,Using an excel spreadsheet,0.10
yxlRvgPbzlRB,2025-03-18T03:47:47+00:00,$100;000 - $124;999,36,Male,iOS,US,yxlRvgPbzlRB,Less than $100;000,,It means a lot; and it’s Crucial,0.40,When makes it easier is having it organised by time and importance,0.70
gK7y6KD8Dkae,2025-03-18T05:15:58+00:00,$200;000+,38,Female,Android,US,gK7y6KD8Dkae,More than $500;001,,Money stands as the fuel that keeps my business running and it also provides the freedom to grow,0.90,A clear budget; the ability to track expenses consistently and using digital tools to manage my finances,0.80
RE7LZxYzan0v,2025-03-18T07:05:40+00:00,$125;000 - $149;999,32,Male,Android,US,RE7LZxYzan0v,$100;001 – $500;000,,It means there is hope for investment,0.20,Savings,0.80
MqkKdY52Dn91,2025-03-18T07:57:10+00:00,$125;000 - $149;999,38,Female,iOS,US,MqkKdY52Dn91,Less than $100;000,,Creative freedom.,0.80,Knowing that I can make more of it.,0.80
WJkgBqeqP7Pd,2025-03-18T11:19:54+00:00,$200;000+,35,Male,Android,US,WJkgBqeqP7Pd,$100;001 – $500;000,,It actually means an entity in which human cannot live without,0.70,Banking transaction,0.00
qVlp9N86o7A5,2025-03-18T12:02:51+00:00,$100;000 - $124;999,32,Female,iOS,US,qVlp9N86o7A5,Less than $100;000,,I would like to say money isn’t everything but it directly affects my life and daily activities,-0.60,when i don’t have to think or monitor my money,0.20
Xgl5ogoMYk8Q,2025-03-18T14:15:43+00:00,$125;000 - $149;999,36,Male,iOS,US,Xgl5ogoMYk8Q,Less than $100;000,,Money means a lot; it’s my means of survival; living better and doing what I love,0.90,When I have stable inflow of money,0.00
MJkGKwgz1kbx,2025-03-18T14:36:41+00:00,$150;000 - $174;999,27,Female,iOS,US,MJkGKwgz1kbx,Less than $100;000,,It means security,0.10,My bank,0.00
gK7yoDKmdnae,2025-03-18T15:11:56+00:00,$100;000 - $124;999,34,Female,iOS,US,gK7yoDKmdnae,$100;001 – $500;000,,I don’t have a business but it’s a means of survival and living the lives we want to live,0.60,Ease of seeing all my accounts in an overview at the tip of my fingers,0.90
0xk2dVYmJlAw,2025-03-18T15:39:13+00:00,$125;000 - $149;999,42,Male,Android,US,0xk2dVYmJlAw,$100;001 – $500;000,,Money is a way to buy things and services and seems like most people's God; but not mine.,-0.70,Making lots of it,0.40
rYkvNvOwxkmx,2025-03-18T16:09:10+00:00,$100;000 - $124;999,25,Male,iOS,US,rYkvNvOwxkmx,$100;001 – $500;000,,The only way I could see you was,-0.20,The first thing I thought about is the,0.00
qVlpBzydVkA5,2025-03-18T16:28:17+00:00,$125;000 - $149;999,34,Female,iOS,US,qVlpBzydVkA5,Less than $100;000,,Money gives the ability to do more,0.50,Having someone else help me,-0.30
